Site,Code,Annee,Metrique,Valeur_EUR_t
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Portes les Valences,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Portes les Valences,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Portes les Valences,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Sevran,280.47
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Sevran,30.91
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Sevran,-4.35
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Sevran,-154.03
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Sevran,-12.51
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Sevran,-34.57
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Sevran,-22.06
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Sevran,-15.94
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Sevran,-0.39
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Sevran,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Sevran,-28.92
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Sevran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Sevran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Sevran,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Sevran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Sevran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Sevran,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Sevran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Sevran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Sevran,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Sevran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Sevran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Sevran,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Sevran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Sevran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Sevran,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Sevran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Sevran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Sevran,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Sevran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Sevran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Sevran,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Sevran,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Amiens,267.03
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Amiens,24.24
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Amiens,-14.27
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Amiens,-100.79
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Amiens,-7.67
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Amiens,-7.67
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Amiens,0.0
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Amiens,-10.51
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Amiens,-0.13
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Amiens,-0.12
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Amiens,-35.2
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Amiens,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Amiens,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Amiens,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Amiens,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Amiens,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Amiens,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Amiens,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Amiens,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Amiens,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Amiens,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Amiens,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Amiens,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Amiens,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Amiens,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Amiens,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Amiens,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Amiens,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Amiens,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Amiens,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Amiens,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Amiens,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Amiens,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Montpellier,185.67
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Montpellier,1.27
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Montpellier,-14.45
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Montpellier,-106.26
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Montpellier,-15.53
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Montpellier,-23.1
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Montpellier,-7.57
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Montpellier,-10.83
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Montpellier,0.19
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Montpellier,-0.28
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Montpellier,-27.87
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Montpellier,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Montpellier,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Montpellier,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Montpellier,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Montpellier,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Montpellier,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Montpellier,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Montpellier,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Montpellier,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Montpellier,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Montpellier,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Montpellier,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Montpellier,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Montpellier,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Montpellier,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Montpellier,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Montpellier,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Montpellier,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Montpellier,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Montpellier,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Montpellier,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Montpellier,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Chézy,92.38
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Chézy,-2.52
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Chézy,-15.2
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Chézy,-47.23
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Chézy,-5.44
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Chézy,-15.05
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Chézy,-9.61
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Chézy,-11.49
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Chézy,-0.21
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Chézy,0.0
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Chézy,-16.07
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Chézy,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Chézy,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Chézy,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Chézy,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Chézy,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Chézy,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Chézy,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Chézy,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Chézy,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Chézy,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Chézy,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Chézy,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Chézy,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Chézy,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Chézy,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Chézy,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Chézy,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Chézy,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Chézy,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Chézy,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Chézy,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Chézy,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Paris 15,184.59
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Paris 15,-3.27
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Paris 15,-23.48
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Paris 15,-106.72
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Paris 15,-6.35
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Paris 15,-18.82
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Paris 15,-12.47
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Paris 15,-10.97
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Paris 15,-0.65
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Paris 15,-0.31
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Paris 15,-43.54
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Paris 15,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Paris 15,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Paris 15,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Paris 15,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Paris 15,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Paris 15,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Paris 15,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Paris 15,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Paris 15,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Paris 15,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Paris 15,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Paris 15,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Paris 15,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Paris 15,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Paris 15,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Paris 15,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Paris 15,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Paris 15,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Paris 15,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Paris 15,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Paris 15,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Paris 15,
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2023,Bègles,115.61
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2024,Bègles,-33.31
Nantes,H66CAET281 - 9170-CS COUER-TRI,R2025,Bègles,-35.84
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2023,Bègles,-63.78
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2024,Bègles,-3.0
Saran,"H66CORT282 - U487-TRI IF43-TRI,",R2025,Bègles,-12.88
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2023,Bègles,-9.88
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2024,Bègles,-0.02
Amiens,H66HTVP281 - U397-TRI CS AM-TRI,R2025,Bègles,-0.1
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2023,Bègles,-0.34
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2024,Bègles,-19.67
Paris 15,H66IP15281 - 9809-TRI PARI-TRI,R2025,Bègles,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2023,Bègles,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2024,Bègles,
Le Havre,H66NTES281 - 0369-TCS QDR-TRI,R2025,Bègles,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2023,Bègles,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2024,Bègles,
Sevran,H66ISVT281 - U701-SEVRAN-TRI,R2025,Bègles,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2023,Bègles,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2024,Bègles,
Chézy,H66RSAL281 - U310-ALLIER-TRI,R2025,Bègles,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2023,Bègles,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2024,Bègles,
Portes les Valences,H66RZOS282 - 9171-PORTES VA-TRI,R2025,Bègles,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2023,Bègles,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2024,Bègles,
Montpellier,H66SSMT283 - U446-DEMETER-TRI,R2025,Bègles,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2023,Bègles,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2024,Bègles,
Millau,H66SSMT284 - U446-ECOTRI-TRI,R2025,Bègles,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2023,Bègles,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2024,Bègles,
Bègles,H66SVBM281 - U058-BEGLES-TRI,R2025,Bègles,
